area_id,area,lat,lon
326,UM HURAIR SECOND,25.23840744,55.32760641
380,AL MIZHAR,25.2633146,55.3981241
305,AL QUSAIS FIRST,25.27816645,55.37222283
242,AL RAS,25.26770938,55.29510819
239,AL BARAHA,25.27990011,55.31628507
454,SAIH SHUAIB 3,24.84031273,55.06702789
310,AL TWAR SECOND,25.2608555,55.38249009
319,RAS AL KHOR INDUSTRIAL SECOND,25.17746045,55.35760946
325,UM HURAIR FIRST,25.25809074,55.31157297
323,AL QUSAIS INDUSTRIAL FIFTH,25.28654219,55.41438004
427,NAD RASHID,25.2259063,55.3681973
322,AL QUSAIS INDUSTRIAL FOURTH,25.29346782,55.40008641
411,PALM JABAL ALI,25.006267,54.988151
271,AL KARAMA,25.2449968,55.30454739
234,HOR AL ANZ EAST,25.28297583,55.34669552
279,TAWAA AL SAYEGH,25.25113,55.2961
438,AL TTAY,25.23799407,55.54248695
257,AL KHAWANEEJ,25.2296572,55.5147766
254,AL BUTEEN,25.2692029,55.29860141
535,AL BARSHA,25.1019815,55.2027655
391,AL LUSAILY,24.94410774,55.47190353
375,JUMEIRAH SECOND,25.2075147,55.2394827
248,UM RAMOOL,25.22965264,55.36771631
357,AL QUSAIS SECOND,25.26927586,55.38708584
365,AL HUDAIBA,25.24252839,55.27912223
522,HESSYAN FIRST,24.96920273,55.0250756
347,AL QOUZ THIRD,25.15973101,55.24098187
341,TRADE CENTER FIRST,25.21780805,55.27795394
504,MADINAT HIND 3,25.02394696,55.4179194
344,AL WARSAN SECOND,25.15629,55.4383289
270,AL SAFAA,25.17046,55.23273
360,MUHAISANAH SECOND,25.26323876,55.42769511
336,NAD AL SHIBA SECOND,25.16037014,55.34506516
356,AL REGA,25.26620831,55.30973539
363,AL QUSAIS INDUSTRIAL FIRST,25.28659388,55.38627996
255,REGA AL BUTEEN,25.25944987,55.31737608
241,AL QUSAIS,25.278,55.372
387,AL-BASTAKIYAH,25.263889,55.3
477,MENA JABAL ALI,24.98953863,55.04338509
515,SAIH ALDAHAL,24.74397971,55.37894439
327,NAD SHAMMA,25.21551713,55.38457824
302,TAWI AL MURAQQAB,24.82029,55.58435
404,MUSHRIF,25.2109264,55.4462287
342,RAS AL KHOR INDUSTRIAL THIRD,25.17290072,55.38206674
265,AL MUHAISNAH NORTH,25.2688888,55.3884821
383,JUMEIRAH,25.202,55.244
405,BUKADRA,25.1770677,55.3250371
331,ZAABEEL FIRST,25.2229504,55.30536808
245,AL MURAR QADEEM,25.2764666,55.3092444
262,AL ZAROUNIYYAH,25.1801961,55.1948832
524,MURAGAB,24.822592,55.604058
277,AL QOAZ,25.13083,55.23273
294,LEHBAB,25.0442936,55.5913756
309,AL QOUZ INDUSTRIAL THIRD,25.12636651,55.21707302
237,AL SABKHA,25.26894149,55.30238049
295,MARGHAM,24.93875206,55.56458162
361,MUHAISANAH FOURTH,25.27937301,55.40893739
258,MUHAISNA,25.2464,55.41847
345,AL WARSAN THIRD,25.1516933,55.4650355
321,AL QUSAIS INDUSTRIAL THIRD,25.29716815,55.38879226
243,AL SAFIYYAH,25.2768247,55.3381093
471,AL ROWAIYAH THIRD,25.12605701,55.48584699
502,MADINAT HIND 1,25.0647712,55.39139678
268,AL MUSALLA (DUBAI),25.2628683,55.2994664
320,AL QUSAIS INDUSTRIAL SECOND,25.28140015,55.39369209
282,RAS AL KHOR,25.19762136,55.32838456
492,AL ROWAIYAH FIRST,25.12805117,55.42162961
246,AL MURAR JADEED,25.2785892,55.3116076
349,GRAYTEESAH,24.87187416,55.54337639
489,LEHBAB FIRST,25.04895773,55.60058617
373,AL QOUZ INDUSTRIAL FOURTH,25.11626808,55.2328537
308,AL QOUZ INDUSTRIAL FIRST,25.14532665,55.23225651
400,AL EYAS,25.2100237,55.54038954
281,AL ASBAQ,25.0716887,55.3058598
479,JABAL ALI INDUSTRIAL THIRD,24.91233372,55.06681847
256,AL TAWAR,25.27155,55.36388
510,AL YELAYISS 5,24.97601127,55.25550423
423,AL AWEER,25.175,55.541667
497,LEHBAB SECOND,25.04679132,55.57185594
448,AL KHAIRAN SECOND,25.202397,55.342011
418,NAIF NORTH,25.272266,55.311394
252,AL RIQQA EAST,25.26325,55.31994
481,HESSYAN SECOND,24.94087593,54.93663109
476,JABAL ALI THIRD,25.02124956,55.04154532
379,AL SHUMAAL,25.204773,55.359513
250,AL SOUQ AL KABEER (DEIRA),25.26216,55.29436
283,AL FAHIDI,25.2634052,55.2886721
272,AL BAHARNA,25.25634,55.28923
384,BUR DUBAI,25.2350435,55.3112698
508,AL YELAYISS 3,24.97810923,55.35094208
525,HATTA,24.80585857,56.12030966
430,DUBAI INTERNATIONAL AIRPORT,25.2566466,55.3641488
518,MUGATRAH,24.83872164,55.17704772
386,AL RAULAH,25.2570228,55.2904593
251,NAIF SOUTH,25.272266,55.311394
499,AL MAHA,24.94563063,55.64660145
425,AL DZAHIYYAH AL JADEEDAH,25.0605546,55.2085932
377,AL NAKHAL,25.118056,55.133333
236,BURJ NAHAR,25.2753191,55.3116335
253,AL RIQQA WEST,25.26325,55.31994
519,AL LAYAN 1,24.80939537,55.10763265
509,AL YELAYISS 4,24.96814812,55.32081713
529,AL YUFRAH 4,25.008019,55.4433
416,CORNICH DEIRA,25.2885284,55.3166674
421,AL MUSTASHFA WEST,25.1351363,55.1208923
263,AL NAHDAH,25.29398,55.37204
419,SIKKAT AL KHAIL SOUTH,25.27162,55.29921
500,UM ESALAY,24.86060335,55.57811032
513,ESALAL,24.891094,55.275609
494,UMM ADDAMIN,25.057719,55.473649
392,NAZWAH,25.01885411,55.64062567
385,MUASHRAH AL BAHRAANA,25.25634,55.28923
424,AL QIYADAH,25.2777,55.3528
275,SHANDAGHA WEST,25.267027,55.2893391
288,AL MARMOOM,24.98002861,55.43791105
493,AL ROWAIYAH SECOND,25.10780627,55.39506871
496,LE HEMAIRA,25.0278691,55.46546544
503,MADINAT HIND 2,25.05662261,55.34024103
273,AL BALOOSH,25.25611111,55.29138889
431,AL CORNICH,25.27778959,55.30193586
274,SHANDAGHA EAST,25.267027,55.2893391
532,REMAH,24.84741542,55.66851888
533,AL MUSALLA (DEIRA),25.2741227,55.3061518
534,FESTIVAL CITY FIRST,25.221694,55.3525
