Area,Average Price,Projected Growth
Unit,3150000.0,10.2
Unit,880000.0,10.2
Unit,850000.0,10.2
Unit,710000.0,10.2
Unit,825000.0,10.2
Unit,1000000.0,10.2
Unit,1731722.0,10.2
Unit,1386558.0,10.2
Unit,4711250.0,10.2
Unit,550000.0,10.2
Unit,816000.0,10.2
Unit,226000.0,10.2
Unit,670519.0,10.2
Unit,800000.0,10.2
Unit,1575000.0,10.2
Unit,1100000.0,10.2
Unit,260000.0,10.2
Unit,351779.0,10.2
Unit,354161.0,10.2
Unit,485000.0,10.2
Unit,1055000.0,10.2
Unit,1288000.0,10.2
Unit,126354.0,10.2
Unit,715000.0,10.2
Unit,1193266.0,10.2
Unit,810000.0,10.2
Unit,1150000.0,10.2
Unit,320000.0,10.2
Unit,1675000.0,10.2
Unit,960000.0,10.2
Unit,1275000.0,10.2
Unit,4200000.0,10.2
Unit,2800000.0,10.2
Unit,450000.0,10.2
Unit,228000.0,10.2
Unit,400000.0,10.2
Unit,358256.0,10.2
Unit,983620.0,10.2
Unit,2100000.0,10.2
Unit,600000.0,10.2
Unit,1700000.0,10.2
Unit,1165892.0,10.2
Unit,350000.0,10.2
Unit,168632.0,10.2
Unit,655115.0,10.2
Unit,465000.0,10.2
Unit,325000.0,10.2
Unit,360000.0,10.2
Unit,1640650.0,10.2
Unit,1350000.0,10.2
Unit,415000.0,10.2
Unit,411218.0,10.2
Unit,1895888.0,10.2
Unit,1550000.0,10.2
Unit,870894.0,10.2
Unit,1428302.0,10.2
Unit,860000.0,10.2
Unit,455957.0,10.2
Unit,360000.0,10.2
Unit,490000.0,10.2
Unit,2000000.0,10.2
Unit,494370.0,10.2
Unit,1635533.0,10.2
Unit,1205000.0,10.2
Unit,600000.0,10.2
Unit,2395000.0,10.2
Unit,310000.0,10.2
Unit,750000.0,10.2
Unit,640000.0,10.2
Unit,1347434.0,10.2
Unit,680000.0,10.2
Unit,390000.0,10.2
Unit,585000.0,10.2
Unit,450000.0,10.2
Unit,987000.0,10.2
Unit,4300000.0,10.2
Unit,305000.0,10.2
Unit,2100000.0,10.2
Unit,3495898.0,10.2
Unit,314310.0,10.2
Unit,670000.0,10.2
Unit,1025000.0,10.2
Unit,1380000.0,10.2
Unit,280000.0,10.2
Unit,2430000.0,10.2
Unit,3918000.0,10.2
Unit,600000.0,10.2
Unit,330000.0,10.2
Unit,760000.0,10.2
Unit,280000.0,10.2
Unit,470000.0,10.2
Unit,310000.0,10.2
Unit,1596888.0,10.2
Unit,3566411.0,10.2
Unit,1225000.0,10.2
Unit,950000.0,10.2
Unit,453000.0,10.2
Unit,4250000.0,10.2
Unit,1916718.0,10.2
Unit,750000.0,10.2
Unit,3643000.0,10.2
Unit,3000000.0,10.2
Unit,606543.0,10.2
Unit,750000.0,10.2
Unit,465000.0,10.2
Unit,726132.0,10.2
Unit,1170703.0,10.2
Unit,450000.0,10.2
Unit,438000.0,10.2
Unit,588432.0,10.2
Unit,1300000.0,10.2
Unit,4600000.0,10.2
Unit,1650000.0,10.2
Unit,750000.0,10.2
Unit,1131339.0,10.2
Unit,1538021.0,10.2
Unit,1800000.0,10.2
Unit,9000000.0,10.2
Unit,1230000.0,10.2
Unit,479080.0,10.2
Unit,3238095.0,10.2
Unit,4744437.0,10.2
Unit,2750000.0,10.2
Unit,1550000.0,10.2
Unit,1100000.0,10.2
Unit,6251046.0,10.2
Unit,390000.0,10.2
Unit,638453.0,10.2
Unit,1950000.0,10.2
Unit,1036000.0,10.2
Unit,504762.0,10.2
Villa,2500000.0,12.5
Villa,1750000.0,12.5
Villa,5000000.0,12.5
Villa,950000.0,12.5
Villa,2300000.0,12.5
Land,5300000.0,8.5
Villa,15300000.0,12.5
Building,3666700.0,9.8
Land,34000000.0,8.5
Villa,2950000.0,12.5
Villa,6850000.0,12.5
Villa,8500000.0,12.5
Land,20376165.0,8.5
Villa,24750000.0,12.5
Villa,4050000.0,12.5
Villa,890000.0,12.5
Villa,2275000.0,12.5
Land,30000000.0,8.5
Building,39000000.0,9.8
Land,2510469.0,8.5
Villa,13693147.0,12.5
Villa,2900000.0,12.5
Villa,4400000.0,12.5
Land,1950000.0,8.5
Villa,6800000.0,12.5
Land,12860000.0,8.5
Villa,2800000.0,12.5
Villa,4050000.0,12.5
Villa,2050000.0,12.5
Villa,2775000.0,12.5
Villa,3000000.0,12.5
Land,1832445.0,8.5
Villa,5325000.0,12.5
Villa,4900000.0,12.5
Villa,2500000.0,12.5
Villa,4650000.0,12.5
Land,1463000.0,8.5
Villa,1070000.0,12.5
Villa,1059347.0,12.5
Villa,7500000.0,12.5
Villa,1078000.0,12.5
Villa,1718000.0,12.5
Villa,8300000.0,12.5
Land,4100000.0,8.5
Land,4950000.0,8.5
Land,5590040.0,8.5
Villa,1900000.0,12.5
Villa,2650000.0,12.5
Land,2718000.0,8.5
Land,17500000.0,8.5
Land,2398000.0,8.5
Land,1779680.0,8.5
Land,1725000.0,8.5
Land,1670000.0,8.5
Land,532724.0,8.5
Villa,1875000.0,12.5
Villa,1965000.0,12.5
Villa,2600000.0,12.5
Villa,2400000.0,12.5
Villa,1811000.0,12.5
Villa,1028888.0,12.5
Villa,1500000.0,12.5
Villa,3250000.0,12.5
Villa,2100000.0,12.5
Villa,2000000.0,12.5
Villa,1480000.0,12.5
Villa,3075748.0,12.5
Villa,3600000.0,12.5
Villa,3700000.0,12.5
Villa,2000000.0,12.5
Villa,2500000.0,12.5
Villa,1525000.0,12.5
Villa,2000000.0,12.5
Villa,2740660.0,12.5
Villa,2900000.0,12.5
Villa,2570965.0,12.5
Villa,1750000.0,12.5
Villa,1509219.0,12.5
Villa,1509219.0,12.5
Villa,3538000.0,12.5
Unit,845000.0,10.2
Unit,382800.0,10.2
Unit,699000.0,10.2
Unit,2550000.0,10.2
Unit,2000000.0,10.2
Unit,656800.0,10.2
Unit,1250000.0,10.2
Unit,1250000.0,10.2
Unit,930000.0,10.2
Unit,1420000.0,10.2
Unit,1250000.0,10.2
Unit,3200000.0,10.2
Unit,3100000.0,10.2
Unit,190000.0,10.2
Unit,1100000.0,10.2
Unit,1300000.0,10.2
Unit,2100000.0,10.2
Unit,595000.0,10.2
Unit,999350.0,10.2
Unit,230000.0,10.2
Unit,225000.0,10.2
Unit,200000.0,10.2
Unit,197870.0,10.2
Unit,200000.0,10.2
Unit,212000.0,10.2
Unit,360000.0,10.2
Unit,4800000.0,10.2
Unit,1050000.0,10.2
Unit,1675000.0,10.2
Unit,2646000.0,10.2
Unit,119667.0,10.2
Unit,200000.0,10.2
Unit,2250000.0,10.2
Unit,1040000.0,10.2
Unit,1300000.0,10.2
Unit,500000.0,10.2
Unit,3387500.0,10.2
Unit,2025000.0,10.2
Unit,300000.0,10.2
Unit,210000.0,10.2
Unit,225000.0,10.2
Unit,317000.0,10.2
Unit,205000.0,10.2
Unit,275000.0,10.2
Unit,330000.0,10.2
Unit,1120000.0,10.2
Unit,290000.0,10.2
Unit,260000.0,10.2
Unit,2600000.0,10.2
Unit,320000.0,10.2
Unit,1295000.0,10.2
Unit,2320000.0,10.2
Unit,2294628.0,10.2
Unit,370000.0,10.2
Unit,800000.0,10.2
Unit,1033413.0,10.2
Unit,1200000.0,10.2
Unit,671000.0,10.2
Unit,1315811.0,10.2
Unit,2575000.0,10.2
Unit,3650000.0,10.2
Unit,490000.0,10.2
Unit,750000.0,10.2
Unit,1700000.0,10.2
Unit,255000.0,10.2
Unit,1675000.0,10.2
Unit,400000.0,10.2
Unit,1300000.0,10.2
Unit,450662.0,10.2
Unit,2123362.0,10.2
Unit,1205735.0,10.2
Unit,1540000.0,10.2
Unit,950000.0,10.2
Unit,775000.0,10.2
Unit,1530000.0,10.2
Unit,577077.0,10.2
Unit,5200000.0,10.2
Unit,495000.0,10.2
Unit,750000.0,10.2
Unit,400000.0,10.2
Unit,1400000.0,10.2
Unit,850000.0,10.2
Unit,890000.0,10.2
Unit,480699.0,10.2
Unit,1425000.0,10.2
Unit,1132755.0,10.2
Unit,1477328.0,10.2
Unit,410000.0,10.2
